Source,Title,Inventors,Applicants,Abstract,Patent Image URL
Espace Net,Nutrition consultation method based on artificial intelligence,BEIJING NINGMENGTANG TECH CO LTD,BEIJING NINGMENGTANG TECH CO LTD,"The invention provides a nutrition consultation method based on artificial intelligence, and the method comprises the steps: obtaining a data source as a training set, and carrying out the data cleaning of the training set; constructing a knowledge base, a corpus and a user information base; using the cleaned data to finely adjust the pre-trained large language model; carrying out union on the fine-tuned large language model and other libraries; performing reinforcement learning on the large language model; creating a digital figure of the AI nutritionist, and endowing figure setting, figure sound and figure language style which accord with the figure and positioning of the AI nutritionist; the AI image recognition technology, the character and voice recognition technology and the large language model are combined, and an AI nutritionist model supporting multi-modal interaction is generated; the AI nutritionist can provide real-time consultation services in professional fields of nutriology, psychology, medicine, kinematics and the like for the user through clients established in all channels. According to the invention, the timeliness of real-time feedback can be improved, and the accuracy degree of nutrition consultation can be accurately and efficiently improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116913471A&KC=A&FT=D&ND=3&date=20231020&DB=&locale=fr_EP
Espace Net,Auxiliary operation article counting method and device based on artificial intelligence,SHANGHAI JIADING CENTRAL HOSPITAL JIADING CENTRAL HOSPITAL SHANGHAI UNIV OF MEDICINE & HEALTH SCIENC,SHANGHAI JIADING CENTRAL HOSPITAL JIADING CENTRAL HOSPITAL SHANGHAI UNIV OF MEDICINE & HEALTH SCIENC,"The invention discloses an auxiliary operation article counting method and device based on artificial intelligence. The method comprises the steps that S1, a counting starting instruction of a user is received; s2, scanning an identification code of a surgical instrument set, and generating cardinal number data of surgical checking articles; s3, reading information of articles with RFID tags in the surgical instrument set, comparing the information with corresponding information in the cardinal number data, and if the information is inconsistent with the corresponding information in the cardinal number data, prompting a user to check abnormally; s4, the integrity of the surgical instruments is confirmed through image recognition, wherein all surgical counted article information in the surgical instrument set is recognized and compared with corresponding information in the cardinal number data; if the comparison result is inconsistent, prompting the user to check abnormally; and S5, storing the list data and the original image of the operation counting articles, and completing the counting of the operation articles before the operation. The counting efficiency and accuracy are improved, and the event that the surgical articles are left in the body cavity is effectively avoided.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116913488A&KC=A&FT=D&ND=3&date=20231020&DB=&locale=fr_EP
Espace Net,Drug risk prediction method based on artificial intelligence technology,QIANANLIAN SUZHOU BIOLOGICAL INFORMATION TECH CO LTD,QIANANLIAN SUZHOU BIOLOGICAL INFORMATION TECH CO LTD,"The invention discloses a drug risk prediction method based on an artificial intelligence technology, which comprises the following steps: S1, drug quality detection: taking a to-be-detected drug, carrying out quality detection on the to-be-detected drug, and taking the to-be-detected drug with qualified quality detection as a drug sample; s2, medicine component acquisition: taking a medicine sample, and performing pretreatment, crushing, extraction and analysis on the medicine sample to acquire medicine components and contents; s3, data comparison; s4, drug toxicity evaluation: carrying out toxicity evaluation prediction on the obtained drug components one by one by adopting a chemical informatics method; s5, performing a simulation experiment; and S6, risk prediction. According to the method, the quality of the to-be-detected medicine is detected firstly, the to-be-detected medicine can be prevented from being affected with damp and deteriorated, the to-be-detected medicine with qualified quality is selected, so that the influence of other risk factors in the unqualified medicine on the risk prediction result of the to-be-detected medicine is reduced, and the prediction error is reduced.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116908395A&KC=A&FT=D&ND=3&date=20231020&DB=&locale=fr_EP
Espace Net,Medical instrument recommendation method and system based on artificial intelligence,JIANGSU YOUCHUANG BIOMEDICAL TECH CO LTD,JIANGSU YOUCHUANG BIOMEDICAL TECH CO LTD,"The invention discloses a medical instrument recommendation method and system based on artificial intelligence, and is used for the field of artificial intelligence, and the method comprises the following steps: collecting structured medical data and unstructured medical data of a target hospital and a target region; constructing a medical knowledge graph by using the medical ontology, and establishing a relationship between disease and symptom traditional Chinese medicine concept entities; fusing the structured medical data and the unstructured medical data with the medical knowledge graph; constructing a medical device recommendation deep learning model, and obtaining a matching model of the matching degree of the patient feature information and the medical device information after model training and verification; inputting personal information and illness state information of a new patient into the matching model to realize personalized recommendation of the medical apparatus and instruments; and when the new medical data appear, generating a recommended explanation text. By extracting the feature data of the patient, personalized medical instrument recommendation can be provided for each patient.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116894125A&KC=A&FT=D&ND=3&date=20231017&DB=&locale=fr_EP
Espace Net,Traditional Chinese medicine rehabilitation treatment system and method based on artificial intelligence,SHANDONG HANGXIANG ELECTRONIC SCIENCE & TECH CO LTD,SHANDONG HANGXIANG ELECTRONIC SCIENCE & TECH CO LTD,"The invention discloses a traditional Chinese medicine rehabilitation treatment system and method based on artificial intelligence, and particularly relates to the field of artificial intelligence, and the system comprises a brain-computer fusion interface recognition module, a knowledge information storage module, a material scene matching module, a personal constitution recognition module, a treatment decision support module, and a system intelligent response processing module. Through a material scene matching module and a personal physique identification module, automatic combination of a traditional Chinese medicine five-element music therapy and physique identification is realized, and various immersive scenes and treatment audios are selected. Optimal rehabilitation treatment schemes suitable for different patients are designed through the treatment decision support module, decision support of the treatment schemes is provided for the knowledge information storage module, and physical and mental conditioning of vegetative people and senile dementia patients is facilitated; the virtual reality and audio switching of the brain-computer fusion platform is realized through a system intelligent response processing module, and artificial intelligence, the virtual reality, the brain-computer fusion technology and traditional Chinese medicine culture are organically combined to develop an integrated immersive rehabilitation treatment platform.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116895366A&KC=A&FT=D&ND=3&date=20231017&DB=&locale=fr_EP
Espace Net,System and method for training sensor-guided x-ray mammography system,GE PRECISION MEDICINE LLC,GE PRECISION MEDICINE LLC,"Various methods and systems are provided for breast positioning assistance during mammography and image-guided interventional procedures. In one example, a sensor detection system (100, 252) is used to evaluate one or more of a patient position, a breast position, and a breast anatomy to determine whether the patient (236) and the breast (236) are adjusted to a desired position for a desired view and imaging procedure preference prior to acquisition of an x-ray image, real-time feedback is provided based on the evaluation to guide the user to locate the breast and/or the patient. The evaluation is performed by an artificial intelligence (AI) model (262) stored on an x-ray mammography system (10, 210), the AI model is trained using sensor data (306) obtained from an imaging procedure, the imaging procedure is performed using the x-ray mammography system (10, 210), and the sensor data is shaped by a training module (263) positioned on the x-ray mammography system (10, 210) into a training data set (320). The data set (320) is supplied to the AI model (262) without having to transmit the data set (320) outside of the mammography system (10, 210).",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116895373A&KC=A&FT=D&ND=3&date=20231017&DB=&locale=fr_EP
Espace Net,System and Method for Personalized Telehealth Management with Dynamic Monitoring,CUI ZHIQIANG [US],CUI ZHIQIANG [US],"The present invention relates generally to a novel personalized telehealth management system and a novel method to synchronously detecting the dynamics of the temperature difference of symmetrical points of the human body for management of human health. Using high-resolution temperature sensors, combined with dynamic data of symmetrical changes in physiological indicators such as blood pressure, pulse, blood oxygen, and blood sugar, and the surrounding environment and symptom information, the proposed method is capable of judging physical and functional balance values through artificial intelligence. This invention provides a new clinical dynamic monitoring method of Chinese and Western medicine, and enables an accurate personalized health management system CWPAS, which is the abbreviation of check, warning, prevention, assessment and overall solution. Simply using an individual's left and right symmetrical temperature difference, the method is able to quantify disease and health care status, and design a personalized treatment plan based on the direction and absolute value of the symmetrical temperature difference as well as other symmetrical life information difference including pulse and blood pressure. The proposed method can be used to precisely monitor a patient's health status and dynamically evaluate the patient's treatment plan. With the use of the Internet of Things and artificial intelligence analysis, the method can be continuously updated and upgraded, resulting in greater social and economic benefits.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=US&NR=2023329561A1&KC=A1&FT=D&ND=3&date=20231019&DB=&locale=fr_EP
Espace Net,"Infectious disease monitoring method, device and equipment based on artificial intelligence and medium",PING AN TECH SHENZHEN CO LTD,PING AN TECH SHENZHEN CO LTD,"The embodiment of the invention relates to the technical field of artificial intelligence and intelligent medical treatment, and discloses an infectious disease monitoring method, device and equipment based on artificial intelligence, and a medium, and the method comprises the steps: obtaining first historical medicine purchasing data in a target region, and obtaining a historical medicine purchasing data set of each alternative region; determining disease data for each drug in the first historical drug purchase data and the second historical drug purchase data according to the medical knowledge map, and obtaining first disease data of the target region and a disease data set of the alternative region; matching a to-be-monitored disease of the corresponding to-be-monitored infectious disease with the first disease data and the disease data set; performing vector assignment on the target medicine and the irrelevant medicine to obtain a first medicine purchasing feature vector and a medicine purchasing feature vector set; and splicing the first medicine purchasing feature vector and the medicine purchasing feature vector set to obtain a spatio-temporal feature vector set, and inputting the spatio-temporal feature vector set into the initial model to obtain a result set corresponding to the spatio-temporal feature vector set, thereby completing infectious disease monitoring.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116884635A&KC=A&FT=D&ND=3&date=20231013&DB=&locale=fr_EP
Espace Net,"Medicine-based questionnaire pushing method, device and equipment and storage medium",KANGJIAN INFORMATION TECH SHENZHEN CO LTD,KANGJIAN INFORMATION TECH SHENZHEN CO LTD,"The invention relates to the technical field of artificial intelligence, and discloses a drug-based questionnaire pushing method, which comprises the following steps: receiving a drug purchase request of a user, and extracting a to-be-bought drug in the drug purchase request to obtain a target drug; acquiring medicine information of the target medicine, and performing medicine type classification on the medicine information to obtain a target medicine type; performing type matching screening on questionnaire questions in a pre-constructed questionnaire library based on the target drug type to obtain initial questionnaire questions; screening all the initial questionnaire questions based on a preset number of questionnaire questions to obtain a target questionnaire question; and combining all the target questionnaire questions into a target questionnaire, and pushing the target questionnaire to the user. The invention further provides a medicine-based questionnaire pushing device and equipment and a medium which can be used in the field of medical health, and the medicine-based questionnaire pushing efficiency is improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116881558A&KC=A&FT=D&ND=3&date=20231013&DB=&locale=fr_EP
Espace Net,Drug blood brain barrier permeability detection device based on artificial intelligence,QIANANLIAN SUZHOU BIOLOGICAL INFORMATION TECH CO LTD,QIANANLIAN SUZHOU BIOLOGICAL INFORMATION TECH CO LTD,"The invention discloses a drug blood brain barrier permeability detection device based on artificial intelligence. The drug blood brain barrier permeability detection device comprises a storage module, a data construction module, a drug detection module, a prediction model construction module, a prediction module and a verification module, the storage module is used for storing the medicine subjected to blood brain barrier permeability verification, determining the permeability of the medicine and storing the medicine into a known medicine library; the data construction module is used for forming a data set by associating the permeability of a medicine with known permeability of the blood-brain barrier to the blood-brain barrier with the curative effect of the medicine to nervous system diseases. By arranging the storage module, the medicine subjected to blood brain barrier permeability verification can be stored, and the permeability of the medicine can be determined, so that when the medicine needing to be detected is retrieved to be stored in the storage module, the detection result of the medicine can be directly obtained, repeated detection is prevented, and the detection efficiency is improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116884522A&KC=A&FT=D&ND=3&date=20231013&DB=&locale=fr_EP
Espace Net,Multispectral tongue picture image acquisition and analysis system,GUANGDONG XINHUANGPU TRADITIONAL CHINESE MEDICINE UNITED INNOVATION RES INSTITUTE,GUANGDONG XINHUANGPU TRADITIONAL CHINESE MEDICINE UNITED INNOVATION RES INSTITUTE,"The invention provides a multispectral tongue picture image acquisition and analysis system, which is characterized in that traditional Chinese medicine tongue diagnosis parameter quantification is taken as an entry point, a targeted multidimensional spectrum technology is used for expanding the spectral resolution and information expression of a traditional Chinese medicine tongue picture, and hidden information of the traditional Chinese medicine tongue picture under spectral characteristics is mined; a traditional Chinese medicine tongue picture key parameter quantification model is constructed by means of an artificial intelligence algorithm, and transformation of traditional Chinese medicine tongue diagnosis parameters from qualitative classification to quantitative quantification is achieved, so that the method can be suitable for clinical disease diagnosis and clinical evaluation index formation.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116849612A&KC=A&FT=D&ND=3&date=20231010&DB=&locale=fr_EP
Espace Net,"Medication recommendation method and device based on supervised learning, equipment and storage medium",PING AN TECH SHENZHEN CO LTD,PING AN TECH SHENZHEN CO LTD,"The invention relates to the technical field of artificial intelligence and the field of digital medical treatment, and discloses a medicine recommendation method and device based on supervised learning, equipment and a storage medium, and the method comprises the steps: obtaining a case of a user and a medicine recommendation request of the case; acquiring a disease type involved in the case, and acquiring a symptom corresponding to the disease type; obtaining a first description content of the disease type and a second description content of the symptom, and disassembling the first description content of the disease type and the second description content of the symptom to obtain medication problems of multiple disease types; based on the medication problem and a preset supervised learning algorithm, training the medical reasoning ability of the medication recommendation model; analyzing and processing the drug use recommendation request through a drug use recommendation model to obtain recommended drugs of the case; obtaining the actual medicine of the case, and judging whether the recommended medicine is the same as the actual medicine or not; and if yes, determining that the recommendation result of the medication recommendation model is successful recommendation. According to the invention, the medical reasoning ability of the medication recommendation model can be improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116864072A&KC=A&FT=D&ND=3&date=20231010&DB=&locale=fr_EP
Espace Net,Traditional Chinese medicine production monitoring control system and method based on image processing,SHANDONG YIFANG PHARMACEUTICAL CO LTD,SHANDONG YIFANG PHARMACEUTICAL CO LTD,"The invention relates to a traditional Chinese medicine production monitoring control system and method based on image processing, and belongs to the field of image signal processing. The analysis module is used for intelligently analyzing the average leaf expansion area of the Bayesian leaf raw material currently placed on the tray by adopting an artificial intelligence model based on the pixel value, the horizontal coordinate value and the vertical coordinate value of each pixel point in a Bayesian leaf imaging region and the pixel information corresponding to a standard Bayesian leaf pattern; and the quality judgment device is used for determining a Baoji leaf quality grade positively associated with the average leaf expansion area. The invention further relates to a traditional Chinese medicine production monitoring control method based on image processing. According to the invention, aiming at the technical problems that the overall quality of a plurality of battleleaf raw materials is difficult to analyze and the efficacy of associated traditional Chinese medicines is difficult to judge, an image signal processing mechanism and an intelligent data processing mechanism are organically combined, and the detection precision and efficiency of the quality of the battleleaf raw materials one by one are ensured, so that the technical problems are solved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116862456A&KC=A&FT=D&ND=3&date=20231010&DB=&locale=fr_EP
Espace Net,Chronic thromboembolic pulmonary hypertension risk grading system based on artificial intelligence,CHINA JAPAN FRIENDSHIP HOSPITAL CHINA JAPAN FRIENDSHIP INST OF CLINICAL MEDICINE; BEIJING THOROUGH FUTURE TECH CO LTD,CHINA JAPAN FRIENDSHIP HOSPITAL CHINA JAPAN FRIENDSHIP INST OF CLINICAL MEDICINE; BEIJING THOROUGH FUTURE TECH CO LTD,"The invention discloses a chronic thromboembolic pulmonary hypertension risk grading system based on artificial intelligence. The chronic thromboembolic pulmonary hypertension risk grading system comprises a data acquisition unit, a data processing unit and a risk assessment unit, the data acquisition unit is used for acquiring CTEPH information data through corresponding equipment and performing preprocessing operation on the acquired CTEPH information data, and the CTEPH information data comprises clinical data and iconography images of a patient; the data processing unit is used for carrying out feature extraction processing on the CTEPH information data, selecting features related to CTEPH risks, eliminating redundant and irrelevant features and obtaining CTEPH risk feature data; and the risk assessment unit is used for carrying out risk degree assessment operation on the CTEPH risk feature data based on an artificial intelligence risk assessment model, obtaining corresponding risk level assessment data, making a personalized treatment scheme for the patient according to the risk level assessment data, and providing an auxiliary decision for an attending doctor. Based on the risk level of the patient, a personalized treatment scheme is provided for each patient.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116864104A&KC=A&FT=D&ND=3&date=20231010&DB=&locale=fr_EP
Espace Net,Electrostatic spinning nozzle for long-distance directional spraying,AIRPORT ARTIFICIAL INTELLIGENCE RES INSTITUTE OF ZHENGZHOU AIRPORT ECONOMIC COMPREHENSIVE EXPERIMENT,AIRPORT ARTIFICIAL INTELLIGENCE RES INSTITUTE OF ZHENGZHOU AIRPORT ECONOMIC COMPREHENSIVE EXPERIMENT,"The utility model belongs to the technical field of spinning nozzles, and particularly relates to a remote directional spraying electrostatic spinning nozzle which comprises an airflow guide pipe and a metal nozzle, the metal nozzle is arranged on the inner wall of the airflow guide pipe, the bottom end of the airflow guide pipe is connected with an air outlet head, and an adjusting assembly is arranged on the inner wall of the airflow guide pipe. And the adjusting assembly comprises a funnel, a frame and a storage groove, the frame is arranged on the inner wall of the adjusting assembly, and a driving assembly is arranged on the inner wall of the storage groove. According to the electrostatic spinning spraying device, the adjusting assembly is installed, so that the electrostatic spinning spraying nozzle for long-distance directional spraying can automatically adjust the spraying spinning force, electrostatic spinning is sprayed conveniently according to the actual situation of a wound of a patient, the wound of the patient is protected, the space of the frame can be adjusted through work of the micro telescopic rod, and the working efficiency is improved. When the air flow passes through the interior of the frame, the flow speed of the air flow is controlled by adjusting the space of the frame, so that the wound of the patient is conveniently applied with medicine.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=219808043U&KC=U&FT=D&ND=3&date=20231010&DB=&locale=fr_EP
Espace Net,Medical equipment fault prediction method and system based on artificial intelligence,AFFILIATED HOSPITAL SHANDONG UNIV TRADITIONAL CHINESE MEDICINE,AFFILIATED HOSPITAL SHANDONG UNIV TRADITIONAL CHINESE MEDICINE,"The invention belongs to the technical field of medical equipment supervision, and particularly relates to a medical equipment fault prediction method and system based on artificial intelligence. The medical equipment fault prediction system comprises a fault prediction platform, an operation fault historical analysis module, an operation maintenance supervision module, a real-time operation parameter detection analysis module and an operation external influence parameter detection analysis module. According to the method, the operation time maintenance positive correlation signal or the operation time maintenance non-correlation signal is generated through analysis, after the operation time maintenance positive correlation signal is generated, the corresponding medical equipment is analyzed to generate the operation stop signal or the operation barrier-free signal, and after the operation stop signal is generated, the operation of the corresponding medical equipment is stopped in time. And the real-time operation parameter data and the external environment influence parameter data of the corresponding medical equipment are detected and analyzed, so that effective prediction and risk detection analysis of the operation fault of the medical equipment are realized, and medical management personnel can take targeted countermeasures in time.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116844708A&KC=A&FT=D&ND=3&date=20231003&DB=&locale=fr_EP
Espace Net,"Medicine taking reminding method, device and equipment based on online medicine purchasing and medium",KANGJIAN INFORMATION TECH SHENZHEN CO LTD,KANGJIAN INFORMATION TECH SHENZHEN CO LTD,"The invention relates to the technical field of artificial intelligence, and discloses a medication reminding method, device and equipment based on online medicine purchase and a medium, and the method comprises the steps: formulating a medication plan and a reminding task according to medicine purchase details and inquiry details when a user purchases medicines online; generating an exclusive inquiry dynamic state according to the inquiry details, and when the user enters the exclusive inquiry dynamic state, collecting the medication condition and the current symptom of the user according to the medication plan and the reminding task; generating an intelligent medication suggestion according to the medication condition and the current symptom, and determining whether the user accepts the intelligent medication suggestion; when the intelligent medication suggestion is accepted, the medication plan and the reminding task are adjusted according to the intelligent medication suggestion; and when the intelligent medication suggestion is not accepted, obtaining an inquiry suggestion of an online doctor dynamically corresponding to the exclusive inquiry, and adjusting a medication plan and a reminding task according to the inquiry suggestion. According to the invention, the timeliness and accuracy of medicine taking after online medicine purchasing can be improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116825381A&KC=A&FT=D&ND=3&date=20230929&DB=&locale=fr_EP
Espace Net,METHOD AND APPARATUS FOR MONITORING AND/OR CONTROLLING FOOD ACCESS FOR A CAGED ANIMAL,TACTILE ROBOTICS LTD [CA],TACTILE ROBOTICS LTD [CA],"A monitoring and/or food/water/medicine control system and method of use of the systems provide that (i) an experimenter at the computer desktop sets the schedule for feeding/fasting (food or water or medicine) the animal according to their need, and the animal’s access to food or water or medicine will be set accordingly. This allows animal scientists, experimentalists, and experimenters to fully control animal feeding scenarios; (ii) the experimenter remotely opens and closes the animal’s access to food/water/medicine regardless of the pre-set schedule; (iii) the experimenter checks the animal’s status via real-time monitoring; (iv) an artificial intelligence system identifies and tracks the animal’s location and its activities; and (v) a software module connects the vision unit and feeding mechanism to the experimenter’s desktop to provide full control of both the vision unit and the feeding mechanism, to calculate different parameters of the animal’s activities, and to report the animal’s feeding/fasting history, activity history, and upcoming scheduled feedings.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=US&NR=2023292706A1&KC=A1&FT=D&ND=3&date=20230921&DB=&locale=fr_EP
Espace Net,"Molecular screening method and device, training method and device, electronic equipment and storage medium",BEIJING BAIDU NETCOM SCI & TECH CO LTD,BEIJING BAIDU NETCOM SCI & TECH CO LTD,"The invention provides a molecule screening method, a training method and device, electronic equipment and a storage medium, and relates to the technical field of data processing, in particular to the field of artificial intelligence, the field of big data or the technical field of medicine. According to the specific implementation scheme, an initial binding conformation subset is determined from a to-be-screened binding conformation set, and the initial binding conformation subset comprises initial binding conformations constructed by initial molecules and to-be-matched receptor objects; performing combination attribute evaluation on the initial combination conformation to obtain a combination attribute evaluation result; according to a binding attribute evaluation result, determining candidate binding conformations from the initial binding conformation subset; processing the candidate combined conformation based on a deep learning algorithm to obtain an affinity detection result; and screening out a target molecule matched with the receptor object to be matched from the candidate binding conformation according to the affinity detection result.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116796282A&KC=A&FT=D&ND=3&date=20230922&DB=&locale=fr_EP
Espace Net,"Webpage cashier desk-based medicine payment method and device, electronic equipment and medium",KANGJIAN INFORMATION TECH SHENZHEN CO LTD,KANGJIAN INFORMATION TECH SHENZHEN CO LTD,"The invention relates to the technical field of artificial intelligence, and discloses a medicine payment method based on a webpage cashier desk, and the method comprises the steps: carrying out the information configuration of the webpage cashier desk through employing preset medicine inventory data, carrying out the authority endowing of a cashier, and obtaining the cashier authority of the cashier; performing identity verification on the configured login account of the webpage cashier desk according to the cashier authority, and generating an update list by using the login account passing the identity verification and the intentional medicine of the target user; and according to the update list, determining a to-be-paid amount of the target user, obtaining a user balance of the target user, and according to a payment mode of the target user and the to-be-paid amount, paying the intended medicine of the target user. In addition, the invention also relates to a block chain technology, and medicine inventory data can be stored in nodes of a block chain. The invention further provides a medicine payment device based on the webpage cashier desk, electronic equipment and a storage medium. According to the invention, the problem of low overall efficiency during medicine payment can be solved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116797219A&KC=A&FT=D&ND=3&date=20230922&DB=&locale=fr_EP
Espace Net,Digital traditional Chinese medicine robot pre-inquiry system based on artificial intelligence,SICHUAN SHUZHI ZONGYI ROBOT CO LTD; SICHUAN MOSUN PHARMACEUTICAL CO LTD,SICHUAN SHUZHI ZONGYI ROBOT CO LTD; SICHUAN MOSUN PHARMACEUTICAL CO LTD,"The invention relates to a digital traditional Chinese medicine robot pre-inquiry system based on artificial intelligence, and belongs to the technical field of electric digital data processing. When the height of a patient is not matched with that of an operation table, the height of a lifting table can be adjusted through an operation table lifting adjuster; and when the patient is an elderly patient, the operation table can not be used, and simple voice dialogue type inquiry and the like can be carried out through the voice dialogue inquiry system. Through orderly matched starting of the devices, most detection devices or adjusting devices can be prevented from being in an invalid standby state for a long time, the actual energy consumption of each device is reduced, and the service life of each device is indirectly prolonged; in addition, the links are started in order, so that misoperation of the system can be avoided, and the reliability of subsequent detection results and inquiry results is guaranteed; moreover, according to the detected different types of patients, the system executes different types of adaptive adjustments, so that the application of the intelligent pre-inquiry robot is more intelligent and efficient.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116787469A&KC=A&FT=D&ND=3&date=20230922&DB=&locale=fr_EP
Espace Net,Drug recommendation method and system based on heterogeneous EHR network representation learning,UNIV SHANXI,UNIV SHANXI,"The invention discloses a drug recommendation method and system based on heterogeneous EHR network representation learning, and relates to the technical field of artificial intelligence and digital medicines.The method comprises the steps that firstly, a relational graph related to patients and drugs is constructed according to an EHR historical medical record data set, information aggregation is carried out through a complex relational graph representation model, and an EHR network representation learning model is established; local and global structure information in the heterogeneous EHR network is fused into medical entity vector representation, so that the quality of the medical entity vector representation and the utilization rate of an EHR historical medical record data set are improved; and then, applying an RNN-based method to encode the time sequence doctor seeing data of the patient to realize drug recommendation. The system comprises a computer processor, an EHR historical medical record data set storage unit, a graph data processing unit, a complex relation graph representation model training unit and a medicine recommendation unit, through the system, the complex relation between medical entities and the time sequence of an EHR historical medical record data set can be better utilized, and the accuracy and reliability of medicine recommendation are improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116779111A&KC=A&FT=D&ND=3&date=20230919&DB=&locale=fr_EP
Espace Net,"Text similarity-based traditional Chinese medicine symptom subdivision method and device, equipment and medium",PING AN TECH SHENZHEN CO LTD,PING AN TECH SHENZHEN CO LTD,"The invention relates to an artificial intelligence technology, and discloses a traditional Chinese medicine symptom subdivision method based on text similarity, which comprises the following steps: counting the text word number of a symptom text to be processed, and performing word number processing on the text word number; inputting the corpus set into a pre-training language model for training; inputting the updated symptom text into a feature extraction encoder for encoding, and inputting a text encoding vector into a regression layer; calculating the similarity between the text coding vector and the standard symptom coding vector, and sorting the symptom labels according to the similarity to obtain sorted symptom labels; and selecting the symptom tag with the maximum similarity and the symptom tag with the similarity greater than a preset threshold in the sorted symptom tags as a subdivided symptom term. In addition, the invention also relates to a block chain technology, and the to-be-processed symptom text can be stored in a node of a block chain. The invention further provides a traditional Chinese medicine symptom subdivision device based on the text similarity, electronic equipment and a storage medium. The accuracy of symptom standardization can be improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116779142A&KC=A&FT=D&ND=3&date=20230919&DB=&locale=fr_EP
Espace Net,Laying duck cage rearing environment illumination control system based on artificial intelligence,INST ANIMAL HUSBANDRY & VETERINARY MEDICINE ANHUI ACADEMY AGRICULTURAL SCIENCES,INST ANIMAL HUSBANDRY & VETERINARY MEDICINE ANHUI ACADEMY AGRICULTURAL SCIENCES,"The invention relates to the technical field of breeding illumination control, in particular to a laying duck cage breeding environment illumination control system based on artificial intelligence, which comprises a control platform, an environment analysis unit, an operation analysis unit, a feedback analysis unit, a management display unit and a production analysis unit, the environment data of the laying duck cage and the state data of the illumination equipment are collected and analyzed, so that the effects of reasonably managing and controlling the illumination equipment and reducing the illumination cost are achieved, and the uniformity, control precision and stability of illumination control of the laying duck breeding environment are improved; and side feedback evaluation analysis is carried out on the regulation and control data of the illumination equipment through a deep analysis mode, so that targeted regulation and control on the illumination equipment can be carried out in time, the control effect and the control precision of the illumination equipment can be improved, deep supervision evaluation analysis is carried out on egg laying data through a progressive analysis mode, and the control accuracy of the illumination equipment can be improved. And therefore, the set data can be changed and optimized in time, and the egg laying quality of the laying ducks can be improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116746511A&KC=A&FT=D&ND=3&date=20230915&DB=&locale=fr_EP
Espace Net,Method for AI-assisted screening of medicinal and edible ALK inhibitor,ANKU BIOTECHNOLOGY SUZHOU CO LTD,ANKU BIOTECHNOLOGY SUZHOU CO LTD,"The invention belongs to the technical field of artificial intelligence, and provides a method for AI-assisted screening of a medicine-food homologous traditional Chinese medicine ALK inhibitor, and the method comprises the following steps: 1) querying and collecting medicine-food homologous traditional Chinese medicines, and establishing a medicine-food homologous traditional Chinese medicine database; 2) searching according to the names of the traditional Chinese medicines in the medicinal and edible traditional Chinese medicine database, and screening active monomer components to construct an active monomer component data set of the medicinal and edible traditional Chinese medicines; (3) carrying out molecular docking analysis, and screening an active monomer with ALK protein affinity; 4) establishing a mapping relation between the active monomer with the ALK protein affinity and the traditional Chinese medicine, and screening to obtain a potential medicinal and edible traditional Chinese medicine ALK inhibitor; and 5) verifying the inhibition activity of the medicinal and edible traditional Chinese medicine ALK inhibitor at the cellular level. The method can be used for rapidly screening low-toxicity traditional Chinese medicines with ALK protein inhibitory activity.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116741262A&KC=A&FT=D&ND=3&date=20230912&DB=&locale=fr_EP
