,title,authors,pdf_file,abstract,pub_date
70,Artificial intelligence: Emerging player in the diagnosis and treatment of digestive disease,"['Hai-Yang Chen', 'Peng Ge', 'Jia-Yue Liu', 'Jia-Lin Qu', 'Fang Bao', 'Cai-Ming Xu', 'Hai-Long Chen', 'Dong Shang', 'Gui-Xin Zhang']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9157617/pdf/WJG-28-2152.pdf,"Given the breakthroughs in key technologies, such as image recognition, deep learning and neural networks, artificial intelligence (AI) continues to be increasingly developed, leading to closer and deeper integration with an increasingly data-, knowledge- and brain labor-intensive medical industry. As society continues to advance and individuals become more aware of their health needs, the problems associated with the aging of the population are receiving increasing attention, and there is an urgent demand for improving medical technology, prolonging human life and enhancing health. Digestive system diseases are the most common clinical diseases and are characterized by complex clinical manifestations and a general lack of obvious symptoms in the early stage. Such diseases are very difficult to diagnose and treat. In recent years, the incidence of diseases of the digestive system has increased. As AI applications in the field of health care continue to be developed, AI has begun playing an important role in the diagnosis and treatment of diseases of the digestive system. In this paper, the application of AI in assisted diagnosis and the application and prospects of AI in malignant and benign digestive system diseases are reviewed.",
71,Application of artificial intelligence in brain molecular imaging,"['Satoshi Minoshima', 'Donna Cross']",https://doi.org/10.1007/s12149-021-01697-2,"Initial development of artificial Intelligence (AI) and machine learning (ML) dates back to the mid-twentieth century. A growing awareness of the potential for AI, as well as increases in computational resources, research, and investment are rapidly advancing AI applications to medical imaging and, specifically, brain molecular imaging. AI/ML can improve imaging operations and decision making, and potentially perform tasks that are not readily possible by physicians, such as predicting disease prognosis, and identifying latent relationships from multi-modal clinical information. The number of applications of image-based AI algorithms, such as convolutional neural network (CNN), is increasing rapidly. The applications for brain molecular imaging (MI) include image denoising, PET and PET/MRI attenuation correction, image segmentation and lesion detection, parametric image formation, and the detection/diagnosis of Alzheimer's disease and other brain disorders. When effectively used, AI will likely improve the quality of patient care, instead of replacing radiologists. A regulatory framework is being developed to facilitate AI adaptation for medical imaging.",Epub 2022 Jan 14.
72,Artificial intelligence for disease diagnosis and risk prediction in nuclear cardiology,"['Robert J H Miller', 'Cathleen Huang', 'Joanna X Liang', 'Piotr J Slomka']",https://doi.org/10.1007/s12350-022-02977-8,"Artificial intelligence (AI) techniques have emerged as a highly efficient approach to accurately and rapidly interpret diagnostic imaging and may play a vital role in nuclear cardiology. In nuclear cardiology, there are many clinical, stress, and imaging variables potentially available, which need to be optimally integrated to predict the presence of obstructive coronary artery disease (CAD) or predict the risk of cardiovascular events. In spite of clinical awareness of a large number of potential variables, it is difficult for physicians to integrate multiple features consistently and objectively. Machine learning (ML) is particularly well suited to integrating this vast array of information to provide patient-specific predictions. Deep learning (DL), a branch of ML characterized by a multi-layered convolutional model architecture, can extract information directly from images and identify latent image features associated with a specific prediction. This review will discuss the latest AI applications to disease diagnosis and risk prediction in nuclear cardiology with a focus on potential clinical applications.",Epub 2022 May 4.
73,Artificial intelligence from A to Z: From neural network to legal framework,"['Marly van Assen', 'Scott J Lee', 'Carlo N De Cecco']",https://doi.org/10.1016/j.ejrad.2020.109083,"Artificial intelligence (AI) will continue to cause substantial changes within the field of radiology, and it will become increasingly important for clinicians to be familiar with several concepts behind AI algorithms in order to effectively guide their clinical implementation. This review aims to give medical professionals the basic information needed to understand AI development and research. The general concepts behind several AI algorithms, including their data requirements, training, and evaluation methods are explained. The potential legal implications of using AI algorithms in clinical practice are also discussed.",Epub 2020 May 29.
74,The use of artificial intelligence and robotics in regional anaesthesia,"['M McKendrick', 'S Yang', 'G A McLeod']",https://doi.org/10.1111/anae.15274,"The current fourth industrial revolution is a distinct technological era characterised by the blurring of physics, computing and biology. The driver of change is data, powered by artificial intelligence. The UK National Health Service Topol Report embraced this digital revolution and emphasised the importance of artificial intelligence to the health service. Application of artificial intelligence within regional anaesthesia, however, remains limited. An example of the use of a convoluted neural network applied to visual detection of nerves on ultrasound images is described. New technologies that may impact on regional anaesthesia include robotics and artificial sensing. Robotics in anaesthesia falls into three categories. The first, used commonly, is pharmaceutical, typified by target-controlled anaesthesia using electroencephalography within a feedback loop. Other types include mechanical robots that provide precision and dexterity better than humans, and cognitive robots that act as decision support systems. It is likely that the latter technology will expand considerably over the next decades and provide an autopilot for anaesthesia. Technical robotics will focus on the development of accurate sensors for training that incorporate visual and motion metrics. These will be incorporated into augmented reality and visual reality environments that will provide training at home or the office on life-like simulators. Real-time feedback will be offered that stimulates and rewards performance. In discussing the scope, applications, limitations and barriers to adoption of these technologies, we aimed to stimulate discussion towards a framework for the optimal application of current and emerging technologies in regional anaesthesia.",
75,Artificial Intelligence and Echocardiography: A Primer for Cardiac Sonographers,"['Ashlee Davis', 'Kristen Billick', 'Kenneth Horton', 'Madeline Jankowski', 'Peg Knoll', 'Jane E Marshall', 'Alan Paloma', 'Richie Palma', 'David B Adams']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7289098/pdf/main.pdf,"Artificial intelligence (AI) is emerging as a key component in diagnostic medical imaging, including echocardiography. AI with deep learning has already been used with automated view labeling, measurements, and interpretation. As the development and use of AI in echocardiography increase, potential concerns may be raised by cardiac sonographers and the profession. This report, from a sonographer's perspective, focuses on defining AI, the basics of the technology, identifying some current applications of AI, and how the use of AI may improve patient care in the future.",Epub 2020 Jun 11.
76,The Value of Artificial Intelligence for Healthcare Decision Making-Lessons Learned,"['Danielle Whicher', 'Thomas Rapp']",https://doi.org/10.1016/j.jval.2021.12.009,,Epub 2022 Jan 31.
77,Artificial intelligence in health care: value for whom?,"['Jean-David Zeitoun', 'Philippe Ravaud']",https://doi.org/10.1016/s2589-7500(20)30141-2,,Epub 2020 Jun 23.
78,Artificial intelligence in adrenal imaging: A critical review of current applications,"['Maxime Barat', 'Martin Gaillard', 'Anne-Ségolène Cottereau', 'Elliot K Fishman', 'Guillaume Assié', 'Anne Jouinot', 'Christine Hoeffel', 'Philippe Soyer', 'Anthony Dohan']",https://doi.org/10.1016/j.diii.2022.09.003,"In the elective field of adrenal imaging, artificial intelligence (AI) can be used for adrenal lesion detection, characterization, hypersecreting syndrome management and patient follow-up. Although a perfect AI tool that includes all required steps from detection to analysis does not exist yet, multiple AI algorithms have been developed and tested with encouraging results. However, AI in this setting is still at an early stage. In this regard, most published studies about AI in adrenal gland imaging report preliminary results that do not have yet daily applications in clinical practice. In this review, recent developments and current results of AI in the field of adrenal imaging are presented. Limitations and future perspectives of AI are discussed.",Epub 2022 Sep 24.
79,Bridging artificial intelligence and fucoxanthin for the recovery and quantification from microalgae,"['Jun Wei Roy Chong', 'Doris Ying Ying Tang', 'Hui Yi Leong', 'Kuan Shiong Khoo', 'Pau Loke Show', 'Kit Wayne Chew']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10431731/pdf/KBIE_14_2244232.pdf,"Fucoxanthin is a carotenoid that possesses various beneficial medicinal properties for human well-being. However, the current extraction technologies and quantification techniques are still lacking in terms of cost validation, high energy consumption, long extraction time, and low yield production. To date, artificial intelligence (AI) models can assist and improvise the bottleneck of fucoxanthin extraction and quantification process by establishing new technologies and processes which involve big data, digitalization, and automation for efficiency fucoxanthin production. This review highlights the application of AI models such as artificial neural network (ANN) and adaptive neuro fuzzy inference system (ANFIS), capable of learning patterns and relationships from large datasets, capturing non-linearity, and predicting optimal conditions that significantly impact the fucoxanthin extraction yield. On top of that, combining metaheuristic algorithm such as genetic algorithm (GA) can further improve the parameter space and discovery of optimal conditions of ANN and ANFIS models, which results in high R2 accuracy ranging from 98.28% to 99.60% after optimization. Besides, AI models such as support vector machine (SVM), convolutional neural networks (CNNs), and ANN have been leveraged for the quantification of fucoxanthin, either computer vision based on color space of images or regression analysis based on statistical data. The findings are reliable when modeling for the concentration of pigments with high R2 accuracy ranging from 66.0% - 99.2%. This review paper has reviewed the feasibility and potential of AI for the extraction and quantification purposes, which can reduce the cost, accelerate the fucoxanthin yields, and development of fucoxanthin-based products.",
80,Artificial intelligence approaches to the biochemistry of oxidative stress: Current state of the art,"['Igor Pantic', 'Jovana Paunovic', 'Snezana Pejic', 'Dunja Drakulic', 'Ana Todorovic', 'Sanja Stankovic', 'Danijela Vucevic', 'Jelena Cumic', 'Tatjana Radosavljevic']",https://doi.org/10.1016/j.cbi.2022.109888,"Artificial intelligence (AI) and machine learning models are today frequently used for classification and prediction of various biochemical processes and phenomena. In recent years, numerous research efforts have been focused on developing such models for assessment, categorization, and prediction of oxidative stress. Supervised machine learning can successfully automate the process of evaluation and quantification of oxidative damage in biological samples, as well as extract useful data from the abundance of experimental results. In this concise review, we cover the possible applications of neural networks, decision trees and regression analysis as three common strategies in machine learning. We also review recent works on the various weaknesses and limitations of artificial intelligence in biochemistry and related scientific areas. Finally, we discuss future innovative approaches on the ways how AI can contribute to the automation of oxidative stress measurement and diagnosis of diseases associated with oxidative damage.",Epub 2022 Mar 13.
81,Artificial Intelligence-Based Toxicity Prediction of Environmental Chemicals: Future Directions for Chemical Management Applications,"['Jaeseong Jeong', 'Jinhee Choi']",https://doi.org/10.1021/acs.est.1c07413,"Recently, research on the development of artificial intelligence (AI)-based computational toxicology models that predict toxicity without the use of animal testing has emerged because of the rapid development of computer technology. Various computational toxicology techniques that predict toxicity based on the structure of chemical substances are gaining attention, including the quantitative structure-activity relationship. To understand the recent development of these models, we analyzed the databases, molecular descriptors, fingerprints, and algorithms considered in recent studies. Based on a selection of 96 papers published since 2014, we found that AI models have been developed to predict approximately 30 different toxicity end points using more than 20 toxicity databases. For model development, molecular access system and extended-connectivity fingerprints are the most commonly used molecular descriptors. The most used algorithm among the machine learning techniques is the random forest, while the most used algorithm among the deep learning techniques is a deep neural network. The use of AI technology in the development of toxicity prediction models is a new concept that will aid in achieving a scientific accord and meet regulatory applications. The comprehensive overview provided in this study will provide a useful guide for the further development and application of toxicity prediction models.",Epub 2022 Jun 6.
82,Artificial Intelligence Needs Clinical Intelligence to Succeed,"['John G F Cleland', 'Charles Li', 'Yola Jones']",https://doi.org/10.1016/j.jchf.2020.06.002,,
83,Cavernous Malformations and Artificial Intelligence: Machine Learning Applications,"['Benjamin K Hendricks', 'Kavelin Rumalla', 'Dimitri Benner', 'Michael T Lawton']",https://doi.org/10.1016/j.nec.2022.05.007,"Significant progress has been made in the use of artificial intelligence (AI) in clinical medicine over the past decade, but the clinical development of AI faces challenges. Although the spectrum of AI applications is growing within clinical medicine, including in subspecialty neurosurgery, applications focused on cerebral cavernous malformations (CCMs) are relatively scarce. The recently introduced brainstem cavernous malformation (BSCM) grading scale, approach triangles, and safe entry zone systems provide a discrete framework to explore future machine learning (ML) applications of AI systems. Given the immense scalability of these models, significant resources will likely be allocated to pursuing these future efforts.",
84,The Emergence of Artificial Intelligence in Cardiology: Current and Future Applications,"['Prashanth Kulkarni', 'Manjappa Mahadevappa', 'Srikar Chilakamarri']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9615212/pdf/CCR-18-e191121198124.pdf,"Artificial intelligence technology is emerging as a promising entity in cardiovascular medicine, potentially improving diagnosis and patient care. In this article, we review the literature on artificial intelligence and its utility in cardiology. We provide a detailed description of concepts of artificial intelligence tools like machine learning, deep learning, and cognitive computing. This review discusses the current evidence, application, prospects, and limitations of artificial intelligence in cardiology.",
85,Enhancing preclinical drug discovery with artificial intelligence,"['R S K Vijayan', 'Jan Kihlberg', 'Jason B Cross', 'Vasanthanathan Poongavanam']",https://doi.org/10.1016/j.drudis.2021.11.023,"Artificial intelligence (AI) is becoming an integral part of drug discovery. It has the potential to deliver across the drug discovery and development value chain, starting from target identification and reaching through clinical development. In this review, we provide an overview of current AI technologies and a glimpse of how AI is reimagining preclinical drug discovery by highlighting examples where AI has made a real impact. Considering the excitement and hyperbole surrounding AI in drug discovery, we aim to present a realistic view by discussing both opportunities and challenges in adopting AI in drug discovery.",Epub 2021 Nov 25.
86,The use and performance of artificial intelligence applications in dental and maxillofacial radiology: A systematic review,"['Kuofeng Hung', 'Carla Montalvao', 'Ray Tanaka', 'Taisuke Kawai', 'Michael M Bornstein']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6957072/pdf/dmfr.20190107.pdf,Objectives: To investigate the current clinical applications and diagnostic performance of artificial intelligence (AI) in dental and maxillofacial radiology (DMFR).,Epub 2019 Aug 14.
87,Artificial intelligence and machine learning in orthodontics,"['Takashi Yamashiro', 'Ching-Chang Ko']",https://doi.org/10.1111/ocr.12543,,Epub 2021 Nov 25.
88,Artificial intelligence and machine learning for smart bioprocesses,"['Samir Kumar Khanal', 'Ayon Tarafdar', 'Siming You']",https://doi.org/10.1016/j.biortech.2023.128826,"In recent years, the digital transformation of bioprocesses, which focuses on interconnectivity, online monitoring, process automation, artificial intelligence (AI) and machine learning (ML), and real-time data acquisition, has gained considerable attention. AI can systematically analyze and forecast high-dimensional data obtained from the operating dynamics of bioprocess, allowing for precise control and synchronization of the process to improve performance and efficiency. Data-driven bioprocessing is a promising technology for tackling emerging challenges in bioprocesses, such as resource availability, parameter dimensionality, nonlinearity, risk mitigation, and complex metabolisms. This special issue entitled ""Machine Learning for Smart Bioprocesses (MLSB-2022)"" was conceptualized to incorporate some of the recent advances in applications of emerging tools such as ML and AI in bioprocesses. This VSI: MLSB-2022 contains 23 manuscripts, and summarizes the major findings that can serve as a valuable resource for researchers to learn major advances in applications of ML and AI in bioprocesses.",Epub 2023 Mar 5.
89,Opportunities and Challenges with Artificial Intelligence in Genomics,['Danielle E Kurant'],https://doi.org/10.1016/j.cll.2022.09.007,"The development of artificial intelligence and machine learning algorithms may allow for advances in patient care. There are existing and potential applications in cancer diagnosis and monitoring, identification of at-risk groups of individuals, classification of genetic variants, and even prediction of patient ancestry. This article provides an overview of some current and future applications of artificial intelligence in genomic medicine, in addition to discussing challenges and considerations when bringing these tools into clinical practice.",Epub 2022 Dec 13.
90,"Introduction to Machine Learning, Neural Networks, and Deep Learning","['Rene Y Choi', 'Aaron S Coyner', 'Jayashree Kalpathy-Cramer', 'Michael F Chiang', 'J Peter Campbell']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7347027/pdf/tvst-9-2-14.pdf,"Purpose: To present an overview of current machine learning methods and their use in medical research, focusing on select machine learning techniques, best practices, and deep learning.",
